1	6
2	10
3	14
4	18
5	21
6	26
7	30
8	34
9	39
10	43
11	47
12	51
13	54
14	58
15	62
16	66
17	70
18	72
19	76
20	81
21	83
22	86
23	90
24	93
25	100
26	103
27	107
28	110
29	118
30	123
31	129
32	133
33	137
34	143
35	147
36	150
37	156
38	160
39	163
40	166
41	171
42	176
43	180
44	185
45	190
46	192
47	196
48	201
49	204
50	208
51	213
52	218
53	221
54	225
55	228
56	234
57	240
58	244
59	246
60	249
61	257
62	260
63	263
64	266
65	270
66	274
67	277
68	280
69	288
70	291
71	295
72	299
73	302
74	305
75	309
76	314
77	320
78	324
79	329
80	333
81	340
82	344
83	349
84	353
85	356
86	360
87	364
88	367
89	371
90	374
91	378
92	384
93	387
94	390
95	392
96	397
97	399
98	403
99	409
100	411
101	415
102	421
103	427
104	431
105	433
106	437
107	441
108	445
109	450
110	456
111	462
112	466
113	468
114	474
115	478
116	481
117	484
118	488
119	493
120	498
121	505
122	508
123	510
124	515
125	519
126	522
127	524
128	528
129	531
130	535
131	539
132	543
133	549
134	554
135	557
136	562
137	565
138	568
139	571
140	1101
141	1107
142	1112
143	1115
144	1120
145	1123
146	1126
147	1129
148	1131
149	1134
150	1138
151	1142
152	1144
153	1147
154	1153
155	1158
156	1162
157	1164
158	1168
159	1172
160	1175
161	1179
162	1183
163	1188
164	1194
165	1198
166	1202
167	1206
168	1212
169	1215
170	1220
171	1225
172	1229
173	1234
174	1238
175	1242
176	1246
177	1249
178	1251
179	1257
180	1257
181	1261
182	1266
183	1271
184	1275
185	1279
186	1285
187	1290
188	1294
189	1299
190	1305
191	1308
192	1314
193	1317
194	1320
195	1325
196	1332
197	1335
198	1339
199	1344
200	1349
201	1352
202	1356
203	1360
204	1364
205	1368
206	1375
207	1377
208	1380
209	1385
210	1391
211	1395
212	1400
213	1403
214	1407
215	1412
216	1416
217	1420
218	1424
219	1427
220	1433
221	1435
222	1439
223	1445
224	1449
225	1455
226	1460
227	1463
228	1466
229	1468
230	1472
231	1476
232	1478
233	1483
234	1487
235	1492
236	1494
237	1499
238	1502
239	1505
240	1509
241	1514
242	1516
243	1522
244	1527
245	1531
246	1535
247	1539
248	1544
249	1551
250	1554
251	1556
252	1559
253	1564
254	1567
255	1570
256	1575
257	1579
258	1583
259	1588
260	1591
261	1593
262	1598
263	1603
264	1607
265	1613
266	1617
267	1621
268	1625
269	1628
270	1632
271	1635
272	1639
273	1644
274	1648
275	1652
276	1656
277	1661
278	1665
279	1669
280	1675
281	1679
282	1682
283	1685
284	1692
285	1695
286	1698
287	1702
288	1709
289	1713
290	1717
291	1720
292	1723
293	1726
294	1732
295	1737
296	1740
297	1746
298	1751
299	1755
300	1760
301	1763
302	1766
303	1769
304	1774
305	1779
306	1781
307	1787
