0	1.53
1	6.07
2	8.55
3	10.69
4	12.8
5	14.54
6	16.22
7	19.96
8	21.57
9	23.34
10	25.28
11	27.14
12	28.92
13	30.74
14	32.39
15	34.08
16	35.9
17	37.61
18	39.51
19	41.62
20	44.16
21	46.13
22	47.97
23	50.03
24	51.65
25	53.44
26	55.1
27	57.07
28	58.86
29	60.62
30	62.86
31	65.55
32	67.37
33	69.12
34	70.74
35	73.2
36	75.03
37	77.46
38	80.22
39	81.73
40	83.19
41	84.94
42	86.57
43	88.24
44	90.51
45	92.86
46	94.9
47	96.74
48	98.94
49	101.13
50	103.21
51	105.52
52	107.78
53	109.82
54	111.47
55	113.24
56	114.88
57	116.65
58	118.73
59	120.93
60	122.68
61	124.95
62	126.66
63	130.98
64	133.06
65	134.96
66	136.81
67	138.5
68	140.45
69	142.22
70	144.06
71	145.89
72	148.03
73	149.94
74	151.68
75	153.43
76	155.33
77	157.26
78	159
79	161.05
80	163.44
81	165.77
82	167.38
83	169.38
84	171.28
85	173.05
86	174.92
87	177.22
88	179.03
89	180.71
90	182.48
91	184.51
92	186.54
93	188.55
94	190.69
95	192.6
96	194.49
97	196.36
98	197.99
99	200.75
100	202.5
101	204.49
102	207.41
103	209.25
104	210.9
105	212.65
106	215.15
107	217.06
108	219.19
109	221.44
110	223.21
111	226.65
112	229.11
113	231.02
114	232.94
115	234.82
116	236.3
117	237.95
118	240.09
119	242.33
120	243.89
121	245.85
122	247.65
123	249.59
124	251.36
125	253.29
126	255.53
127	257.34
128	258.95
129	260.85
130	262.6
131	264.58
132	266.65
133	268.47
134	270.38
135	272.33
136	274.25
137	276.2
138	278.53
139	280.38
140	282.18
141	284.38
142	286.06
143	287.92
144	289.58
145	291.38
146	294.28
147	295.91
148	298.15
149	300.14
150	302.51
151	304.31
152	306
153	307.68
154	309.73
155	312.2
156	314.57
157	316.8
158	319.07
159	320.6
160	322.13
161	324.21
162	326.15
163	328
164	329.5
165	331.25
166	333.05
167	335.43
168	337.2
169	338.71
170	340.66
171	342.55
172	348.16
173	350.38
174	352.63
175	354.73
176	357.47
177	361.46
178	364.8
179	366.99
180	369.48
181	372.28
182	374.53
183	376.09
184	377.94
185	379.95
186	381.77
187	383.48
188	385.32
189	387.12
190	389.89
191	391.99
192	393.76
193	395.46
194	397.11
195	398.87
196	401.01
197	403.94
198	406.01
199	408.47
200	410.13
201	412.92
202	414.99
203	416.45
204	418.46
205	419.99
206	422.87
207	424.75
208	426.61
209	428.68
210	430.37
211	432.38
212	434.58
213	436.69
214	438.61
215	442.47
216	446.22
217	447.75
218	449.32
219	451.49
220	453.3
221	455.64
222	457.67
223	459.37
224	461.06
225	462.8
226	464.74
227	466.68
228	468.57
229	470.63
230	472.74
231	474.65
232	476.56
233	478.68
234	480.53
235	482.47
236	484.46
237	486.52
238	488.52
239	490.49
240	492.61
241	494.73
242	496.42
243	498.04
244	500.25
245	502.23
246	504.03
247	506
248	508.02
249	510.01
250	511.89
251	513.78
252	515.79
253	517.68
254	519.85
255	521.75
256	523.68
257	525.61
258	527
259	528.68
260	530.33
261	532.99
262	534.62
263	536.51
264	539.26
265	541.17
266	543.14
267	545.09
268	547.78
269	550.01
270	552.22
271	555.27
272	556.78
273	560.26
274	562.17
275	563.7
276	565.34
277	567.2
278	568.84
279	570.96
280	573.2
281	575.14
282	576.76
283	578.83
284	580.45
285	582.15
286	584.5
287	586.3
288	588.03
289	589.92
290	591.54
291	593.85
292	595.73
293	597.58
294	599.7
295	601.77
296	604.03
297	605.83
298	607.43
299	609.17
300	610.76
301	612.33
302	615.03
303	616.67
304	618.36
305	620.46
306	621.98
307	624.75
308	626.47
309	628.99
310	630.87
311	632.88
312	634.58
313	636.37
314	638.52
315	640.72
316	643.11
317	644.73
318	646.47
319	648.62
320	650.91
321	652.52
322	654.14
323	656.07
324	658.15
325	659.77
326	662.1
327	665.54
328	668.96
329	671.93
330	674.54
331	677.53
332	679.37
333	681.32
334	683.01
335	684.72
336	686.35
337	687.98
338	689.91
339	691.61
340	693.28
341	694.85
342	699.6
343	701.31
344	703.29
345	705.54
346	707.63
347	709.64
348	711.23
349	712.88
350	715.01
351	716.6
352	718.39
353	720.73
354	722.84
355	724.52
356	726.84
357	728.65
358	730.74
359	732.61
360	734.44
361	736.35
362	738.25
363	740.33
364	742.26
365	743.99
366	745.5
367	748.49
368	750.13
369	752.84
370	754.39
371	756.99
372	758.51
373	762.08
374	763.7
375	765.32
376	767.2
377	769.17
378	770.91
379	772.92
380	775.24
381	777.27
382	778.73
383	780.59
384	782.12
385	783.82
386	785.7
387	787.35
388	789.73
389	791.28
390	792.77
391	794.39
392	796.78
393	798.72
394	800.87
395	802.71
396	804.33
397	806.51
398	808.27
399	809.92
400	812.52
401	814.21
402	815.63
403	817.26
404	819.72
405	821.49
406	823.59
407	829.63
408	831.5
409	833.9
410	836.26
411	838.49
412	840.21
413	842.11
414	845.05
415	846.57
416	848.67
417	850.91
418	852.53
419	854.7
420	859.11
421	860.79
422	863.26
423	866.18
424	868.99
425	872.02
426	873.63
427	875.71
428	877.59
429	879.74
430	881.36
431	883.04
432	885.06
433	886.93
434	888.96
435	890.96
436	892.95
437	895.27
438	897.09
439	901.1
440	903.11
441	904.72
442	906.35
443	908.37
444	910.29
445	911.93
446	914.51
447	916.12
448	919.74
449	921.65
450	923.25
451	925.22
452	927.11
453	928.66
454	930.48
455	932.43
456	934.55
457	936.89
458	939.11
459	940.68
460	942.33
461	944.45
462	946.42
463	947.96
464	949.63
465	951.33
466	953.38
467	955.54
468	957.64
469	959.29
470	961.54
471	963.38
472	964.93
473	967.61
474	969.2
475	970.92
476	972.6
477	974.31
478	976.21
479	978.2
480	980.31
481	982.66
482	984.73
483	986.19
484	987.72
485	989.87
486	992.47
487	994.13
488	996.05
489	997.75
490	1003.53
491	1005.69
492	1008.12
493	1009.8
494	1012.86
495	1014.55
496	1016.69
497	1018.97
498	1021.11
499	1023.06
500	1025.02
501	1027.29
502	1028.82
503	1030.85
504	1032.87
505	1035.07
506	1036.69
507	1038.77
508	1040.54
509	1042.37
510	1044.44
511	1046.21
512	1048.74
513	1050.4
514	1053.95
515	1056.36
516	1058.11
517	1060.19
518	1061.91
519	1063.94
520	1066.11
521	1067.84
522	1070
523	1072.19
524	1073.95
525	1076
526	1077.93
527	1080.22
528	1081.81
529	1083.4
530	1085.15
531	1086.92
532	1088.68
533	1090.26
534	1092.21
535	1094.93
536	1097.15
537	1099.36
538	1102
539	1103.63
540	1105.66
541	1108.01
542	1109.8
543	1111.95
544	1113.91
545	1115.69
546	1118.08
547	1120.26
548	1122.24
549	1123.77
550	1125.68
551	1127.25
552	1129.51
553	1131.41
554	1133.08
555	1135.22
556	1137.01
557	1139.14
558	1141.05
559	1142.93
560	1144.61
561	1146.35
562	1148.47
563	1150.32
564	1151.99
565	1153.79
566	1157.28
567	1159.34
568	1161.19
569	1162.95
570	1164.38
571	1166.53
572	1168.4
573	1170.39
574	1172.22
575	1174.1
576	1176.08
577	1177.95
578	1179.6
579	1181.6
580	1183.3
581	1184.87
582	1186.76
583	1188.72
584	1192.21
585	1194.49
586	1196.15
587	1198.25
588	1199.73
589	1201.85
590	1203.65
591	1205.82
592	1208.04
593	1209.69
594	1211.54
595	1213.72
596	1215.22
597	1217.16
598	1219.1
599	1220.97
600	1222.37
601	1224.64
602	1226.53
603	1228.32
604	1230.58
605	1232.48
606	1234.68
607	1236.4
608	1238.53
609	1240.26
610	1241.8
611	1243.57
612	1245.47
613	1247.07
614	1248.5
615	1250.02
616	1252.39
617	1255.09
618	1256.73
619	1260.97
620	1262.93
621	1264.89
622	1267.16
623	1268.87
624	1270.96
625	1273.35
626	1275.52
627	1277.91
628	1280.76
629	1283.13
630	1284.93
631	1286.83
632	1288.54
633	1290.7
634	1292.91
635	1294.82
636	1297
637	1298.8
638	1300.91
639	1302.49
640	1303.94
641	1305.71
642	1307.44
643	1309.01
644	1310.55
645	1313.14
646	1315.64
647	1317.27
648	1321
649	1323.27
650	1325.62
651	1327.19
652	1329.17
653	1331.15
654	1333.12
655	1334.9
656	1338.45
657	1340.11
658	1342.18
659	1343.66
660	1345.38
661	1347.23
662	1349.1
663	1350.77
664	1352.36
665	1354.94
666	1357.48
667	1359.15
668	1361.59
669	1363.6
670	1366.33
671	1368.48
672	1370.53
673	1372.91
674	1374.62
675	1376.59
676	1378.33
677	1380.28
678	1382
679	1384.06
680	1386.08
681	1387.78
682	1389.41
683	1390.91
684	1393.16
685	1396.15
686	1397.66
687	1401.05
688	1403.16
689	1405.29
690	1407.15
691	1409.26
692	1410.8
693	1413.37
694	1415.07
695	1417.02
696	1419.02
697	1421.02
698	1423.05
699	1424.79
700	1427.04
701	1429.57
702	1431.61
703	1433.37
704	1437.92
705	1439.93
706	1442.03
707	1444.4
708	1446.24
709	1448.27
710	1449.86
711	1451.71
712	1453.48
713	1455.43
714	1456.9
715	1458.68
716	1460.93
717	1463.55
718	1465.04
719	1468.5
720	1470.88
721	1473.15
722	1475.24
723	1476.95
724	1478.87
725	1480.63
726	1482.51
727	1484.44
728	1485.99
729	1487.95
730	1490.5
731	1493.51
732	1495.15
733	1498.58
734	1500.45
735	1503.01
736	1504.8
737	1506.5
738	1508.32
739	1510.49
740	1513.29
741	1514.86
742	1519.23
743	1520.82
744	1522.41
745	1523.96
746	1526.34
747	1529.01
748	1530.51
749	1535.19
750	1536.95
751	1538.62
752	1540.07
753	1542.18
754	1544.46
755	1546.19
756	1548.71
757	1550.27
758	1551.88
759	1554.1
760	1555.92
761	1558.23
762	1559.74
763	1561.43
764	1563.48
765	1565.27
766	1567.88
767	1569.54
768	1571.25
769	1572.85
770	1576.34
771	1578.01
772	1579.92
773	1582.63
774	1584.15
775	1585.55
776	1588.51
777	1590.14
778	1591.63
779	1594.37
780	1596.05
781	1597.85
782	1601.22
783	1602.8
784	1604.37
785	1609.19
786	1610.79
787	1612.41
788	1615.84
789	1617.6
790	1619.11
791	1621.7
792	1623.45
793	1625.15
794	1627.67
795	1629.23
796	1630.95
797	1632.67
798	1634.53
799	1636.3
800	1637.87
801	1639.68
802	1641.17
803	1642.71
804	1645.06
805	1646.64
806	1648.54
807	1650.51
808	1652.33
809	1654.08
810	1655.92
811	1657.54
812	1659.29
813	1661.02
814	1662.86
815	1664.59
816	1666.36
817	1668.05
818	1669.8
819	1671.48
820	1673.22
821	1674.77
822	1676.77
823	1678.5
824	1680.16
825	1681.74
826	1683.5
827	1685.32
828	1686.97
829	1688.66
830	1690.13
831	1691.88
832	1693.52
833	1695.39
834	1697.29
835	1698.95
836	1700.7
837	1702.6
838	1704.43
839	1705.96
840	1707.66
841	1709.51
842	1711.33
843	1713.19
844	1714.77
845	1716.36
846	1718.21
847	1719.72
